"Date","Instagram Profile","Followers","Net Follower Growth","Followers Gained","Followers Lost","Following","Net Following Growth","Published Posts","Views","Reach","Organic Engagements","Organic Likes","Organic Comments","Organic Shares","Organic Saves","Story Replies","Engagement Rate (per View)"
"04-01-2025","josecuervotequila","106,398","0","0","0","","","0","67,970","358,532","18","16","1","0","1","0","0.03%"
"04-02-2025","josecuervotequila","106,441","43","43","0","","","0","130,460","557,458","13","12","1","0","0","0","0.01%"
"04-03-2025","josecuervotequila","106,476","35","35","0","","","0","151,230","600,761","9","9","0","0","0","0","0.01%"
"04-04-2025","josecuervotequila","106,508","32","32","0","","","0","169,134","634,331","9","8","0","0","1","0","0.01%"
"04-05-2025","josecuervotequila","106,552","44","44","0","","","0","177,028","667,569","7","6","1","0","0","0","0%"
"04-06-2025","josecuervotequila","106,585","33","33","0","","","0","152,628","632,224","6","5","0","1","0","0","0%"
"04-07-2025","josecuervotequila","106,617","32","32","0","","","0","229,971","677,567","4","4","0","0","0","0","0%"
"04-08-2025","josecuervotequila","106,665","48","48","0","","","0","464,692","906,882","4","4","0","0","0","0","0%"
"04-09-2025","josecuervotequila","106,709","44","44","0","","","0","393,330","917,058","5","4","0","0","1","0","0%"
"04-10-2025","josecuervotequila","106,762","53","53","0","","","0","423,907","964,580","2","2","0","0","0","0","0%"
"04-11-2025","josecuervotequila","106,808","46","46","0","","","0","363,809","931,710","1","0","1","0","0","0","0%"
"04-12-2025","josecuervotequila","106,853","45","45","0","","","0","434,314","945,705","0","0","0","0","0","0","0%"
"04-13-2025","josecuervotequila","106,897","44","44","0","","","0","483,991","981,103","0","0","0","0","0","0","0%"
"04-14-2025","josecuervotequila","106,945","48","48","0","","","0","374,806","903,118","0","0","0","0","0","0","0%"
"04-15-2025","josecuervotequila","106,992","47","47","0","","","0","367,165","931,704","0","0","0","0","0","0","0%"
"04-16-2025","josecuervotequila","107,031","39","39","0","","","0","352,774","1,026,640","0","0","0","0","0","0","0%"
"04-17-2025","josecuervotequila","107,078","47","47","0","","","0","396,762","955,891","0","0","0","0","0","0","0%"
"04-18-2025","josecuervotequila","107,131","53","53","0","","","0","406,628","996,408","0","0","0","0","0","0","0%"
"04-19-2025","josecuervotequila","107,178","47","47","0","","","0","375,172","1,015,847","0","0","0","0","0","0","0%"
"04-20-2025","josecuervotequila","107,220","42","42","0","","","0","377,433","1,043,125","0","0","0","0","0","0","0%"
"04-21-2025","josecuervotequila","107,260","40","40","0","","","0","345,922","987,138","0","0","0","0","0","0","0%"
"04-22-2025","josecuervotequila","107,332","72","72","0","","","0","329,740","989,681","0","0","0","0","0","0","0%"
"04-23-2025","josecuervotequila","107,360","28","28","0","","","0","325,015","971,916","0","0","0","0","0","0","0%"
"04-24-2025","josecuervotequila","107,404","44","44","0","","","1","288,251","973,230","0","0","0","0","0","0","0%"
"04-25-2025","josecuervotequila","107,456","52","52","0","","","0","347,771","994,575","9","8","1","0","0","0","0%"
"04-26-2025","josecuervotequila","107,504","48","48","0","","","1","353,935","1,031,028","36","35","1","0","0","0","0.01%"
"04-27-2025","josecuervotequila","107,549","45","45","0","","","0","363,019","1,032,518","50","44","4","0","2","0","0.01%"
"04-28-2025","josecuervotequila","107,607","58","58","0","","","1","365,887","972,172","43","38","3","1","1","0","0.01%"
"04-29-2025","josecuervotequila","107,653","46","46","0","","","0","354,961","948,972","120","111","7","1","1","0","0.03%"
"04-30-2025","josecuervotequila","107,705","52","52","0","","","8","375,884","977,950","56","48","3","1","2","2","0.01%"
"05-01-2025","josecuervotequila","107,759","54","54","0","168","","7","440,588","1,012,206","683","600","30","36","13","4","0.16%"
"05-02-2025","josecuervotequila","107,785","26","67","41","168","0","18","464,067","1,026,895","80","53","21","1","2","3","0.02%"
"05-03-2025","josecuervotequila","107,826","41","90","49","168","0","13","621,436","1,170,327","214","187","3","18","5","1","0.03%"
"05-04-2025","josecuervotequila","107,904","78","102","24","168","0","22","676,207","1,145,870","78","59","1","13","3","2","0.01%"
"05-05-2025","josecuervotequila","107,970","66","85","19","168","0","31","632,245","1,145,474","134","94","3","24","7","6","0.02%"
"05-06-2025","josecuervotequila","108,013","43","83","40","169","1","7","577,983","1,048,468","174","140","2","24","7","1","0.03%"
"05-07-2025","josecuervotequila","108,072","59","65","6","169","0","12","601,136","1,081,520","39","25","5","8","0","1","0.01%"
"05-08-2025","josecuervotequila","108,113","41","69","28","170","1","5","610,426","1,041,587","25","15","1","9","0","0","0%"
"05-09-2025","josecuervotequila","108,147","34","60","26","170","0","3","626,257","1,087,171","161","141","11","4","5","0","0.03%"
"05-10-2025","josecuervotequila","108,161","14","57","43","170","0","14","592,763","1,112,924","229","180","7","31","11","0","0.04%"
"05-11-2025","josecuervotequila","108,185","24","51","27","170","0","0","532,480","1,086,776","469","356","13","86","14","0","0.09%"
"05-12-2025","josecuervotequila","108,207","22","60","38","170","0","3","545,413","1,015,125","67","54","2","8","2","1","0.01%"
"05-13-2025","josecuervotequila","108,248","41","85","44","170","0","1","651,056","1,127,840","67","36","4","22","3","2","0.01%"
"05-14-2025","josecuervotequila","108,297","49","77","28","170","0","0","690,033","1,093,058","37","26","3","3","5","0","0.01%"
"05-15-2025","josecuervotequila","108,342","45","69","24","170","0","0","639,860","1,081,203","20","11","5","4","0","0","0%"
"05-16-2025","josecuervotequila","108,392","50","83","33","170","0","18","619,250","978,977","26","20","1","3","2","0","0%"
"05-17-2025","josecuervotequila","108,439","47","81","34","170","0","18","652,928","1,037,115","23","19","0","3","0","1","0%"
"05-18-2025","josecuervotequila","108,491","52","76","24","170","0","13","729,496","1,114,189","57","45","4","7","1","0","0.01%"
"05-19-2025","josecuervotequila","108,541","50","82","32","170","0","7","692,051","1,030,977","168","117","3","41","6","1","0.02%"
"05-20-2025","josecuervotequila","108,575","34","71","37","170","0","4","706,450","1,087,023","33","20","7","5","1","0","0%"
"05-21-2025","josecuervotequila","108,627","52","85","33","170","0","4","559,940","867,881","25","17","1","5","2","0","0%"
"05-22-2025","josecuervotequila","108,664","37","75","38","170","0","6","712,802","1,085,042","50","39","5","3","2","1","0.01%"
"05-23-2025","josecuervotequila","108,700","36","84","48","170","0","1","696,543","1,096,446","226","191","1","24","9","1","0.03%"
"05-24-2025","josecuervotequila","108,760","60","75","15","170","0","4","681,855","1,034,474","30","26","0","0","4","0","0%"
"05-25-2025","josecuervotequila","108,819","59","67","8","170","0","0","649,744","1,072,637","175","145","3","19","8","0","0.03%"
"05-26-2025","josecuervotequila","108,853","34","66","32","170","0","1","630,284","1,033,483","40","34","2","3","1","0","0.01%"
"05-27-2025","josecuervotequila","108,903","50","79","29","170","0","4","673,086","1,057,515","159","141","4","7","7","0","0.02%"
"05-28-2025","josecuervotequila","108,967","64","83","19","170","0","17","669,254","1,073,691","44","30","2","5","3","4","0.01%"
"05-29-2025","josecuervotequila","109,019","52","81","29","170","0","9","652,196","979,450","144","93","30","16","5","0","0.02%"
"05-30-2025","josecuervotequila","109,058","39","71","32","170","0","13","661,073","963,351","47","13","29","3","2","0","0.01%"
"05-31-2025","josecuervotequila","109,083","25","54","29","170","0","4","597,563","887,308","114","90","3","17","4","0","0.02%"
"06-01-2025","josecuervotequila","109,096","13","38","25","170","0","2","215,479","313,755","59","52","1","4","0","2","0.03%"
"06-02-2025","josecuervotequila","109,091","-5","53","58","170","0","3","238,820","333,851","41","24","12","2","1","2","0.02%"
"06-03-2025","josecuervotequila","109,114","23","87","64","170","0","10","220,627","310,973","45","20","16","4","2","3","0.02%"
"06-04-2025","josecuervotequila","109,147","33","63","30","170","0","1","224,283","309,815","41","17","2","19","3","0","0.02%"
"06-05-2025","josecuervotequila","109,154","7","56","49","170","0","3","207,063","302,734","9","6","1","1","1","0","0%"
"06-06-2025","josecuervotequila","109,183","29","51","22","170","0","5","197,502","292,830","79","65","2","9","3","0","0.04%"
"06-07-2025","josecuervotequila","109,203","20","64","44","170","0","4","212,972","308,671","46","18","0","22","6","0","0.02%"
"06-08-2025","josecuervotequila","109,216","13","54","41","170","0","5","185,435","325,092","72","67","0","2","3","0","0.04%"
"06-09-2025","josecuervotequila","109,236","20","55","35","170","0","6","246,741","307,413","19","15","0","1","3","0","0.01%"
"06-10-2025","josecuervotequila","109,262","26","57","31","170","0","7","228,513","320,790","153","101","5","37","7","3","0.07%"
"06-11-2025","josecuervotequila","109,273","11","45","34","172","2","10","179,791","293,310","81","56","4","17","2","2","0.05%"
"06-12-2025","josecuervotequila","109,299","26","69","43","172","0","9","171,707","294,717","46","33","0","11","2","0","0.03%"
"06-13-2025","josecuervotequila","109,323","24","52","28","172","0","6","169,542","284,521","32","23","0","9","0","0","0.02%"
"06-14-2025","josecuervotequila","109,361","38","54","16","172","0","9","172,835","279,585","33","22","0","8","1","2","0.02%"
"06-15-2025","josecuervotequila","109,377","16","40","24","172","0","0","182,564","312,028","20","14","1","2","3","0","0.01%"
"06-16-2025","josecuervotequila","109,390","13","44","31","172","0","0","178,882","298,090","18","18","0","0","0","0","0.01%"
"06-17-2025","josecuervotequila","109,405","15","54","39","172","0","13","184,286","308,362","23","13","1","1","6","2","0.01%"
"06-18-2025","josecuervotequila","109,432","27","52","25","172","0","1","170,473","296,972","177","155","3","12","7","0","0.1%"
"06-19-2025","josecuervotequila","109,456","24","39","15","172","0","6","175,221","322,265","26","20","0","2","2","2","0.01%"
"06-20-2025","josecuervotequila","109,468","12","55","43","172","0","7","191,273","297,203","207","185","1","13","7","1","0.11%"
"06-21-2025","josecuervotequila","109,494","26","36","10","172","0","6","182,856","299,328","249","198","21","22","8","0","0.14%"
"06-22-2025","josecuervotequila","109,502","8","42","34","172","0","0","173,012","307,847","43","37","1","3","2","0","0.02%"
"06-23-2025","josecuervotequila","109,530","28","56","28","173","1","4","202,915","328,250","91","61","20","5","3","2","0.04%"
"06-24-2025","josecuervotequila","109,544","14","44","30","174","1","1","198,447","289,421","81","73","2","5","1","0","0.04%"
"06-25-2025","josecuervotequila","109,568","24","63","39","175","1","2","190,832","277,230","41","32","4","4","1","0","0.02%"
"06-26-2025","josecuervotequila","109,593","25","54","29","175","0","9","202,027","300,000","136","107","17","7","5","0","0.07%"
"06-27-2025","josecuervotequila","109,618","25","65","40","175","0","9","505,324","545,662","913","646","44","198","23","2","0.18%"
"06-28-2025","josecuervotequila","109,659","41","60","19","175","0","7","280,800","369,893","198","134","28","21","13","2","0.07%"
"06-29-2025","josecuervotequila","109,687","28","61","33","175","0","1","173,045","287,707","137","112","5","17","3","0","0.08%"
"06-30-2025","josecuervotequila","109,708","21","50","29","175","0","4","185,651","262,515","68","56","6","6","0","0","0.04%"
"07-01-2025","josecuervotequila","109,727","19","61","42","175","0","1","339,234","237,453","36","32","0","2","2","0","0.01%"
"07-02-2025","josecuervotequila","109,729","2","39","37","175","0","4","417,198","306,174","101","63","5","29","4","0","0.02%"
"07-03-2025","josecuervotequila","109,749","20","41","21","175","0","5","413,718","322,332","76","66","2","5","2","1","0.02%"
"07-04-2025","josecuervotequila","109,798","49","49","0","161","-14","2","424,673","322,745","138","90","19","26","3","0","0.03%"
"07-05-2025","josecuervotequila","109,847","49","49","0","161","0","26","434,357","332,684","69","65","1","2","1","0","0.02%"
"07-06-2025","josecuervotequila","109,847","0","0","0","161","0","10","435,667","328,973","153","105","10","33","2","3","0.04%"
"07-07-2025","josecuervotequila","109,847","0","0","0","161","0","3","443,106","341,910","164","127","10","10","17","0","0.04%"
"07-08-2025","josecuervotequila","109,847","0","0","0","164","3","7","396,289","300,337","40","33","1","3","2","1","0.01%"
"07-09-2025","josecuervotequila","109,847","0","0","0","164","0","9","412,372","318,553","80","76","0","3","1","0","0.02%"
"07-10-2025","josecuervotequila","109,865","18","51","33","164","0","19","406,854","308,614","241","169","3","63","5","1","0.06%"
"07-11-2025","josecuervotequila","109,879","14","40","26","164","0","20","390,558","298,444","83","73","2","7","1","0","0.02%"
"07-12-2025","josecuervotequila","109,893","14","58","44","164","0","7","404,982","311,838","68","53","2","10","2","1","0.02%"
"07-13-2025","josecuervotequila","109,920","27","52","25","164","0","16","412,589","310,908","45","17","5","11","6","6","0.01%"
"07-14-2025","josecuervotequila","109,942","22","41","19","164","0","11","436,152","313,012","589","526","28","26","8","1","0.14%"
"07-15-2025","josecuervotequila","109,943","1","46","45","164","0","9","422,500","300,950","184","145","18","14","6","1","0.04%"
"07-16-2025","josecuervotequila","109,948","5","36","31","164","0","3","398,583","304,118","42","30","1","5","6","0","0.01%"
"07-17-2025","josecuervotequila","109,950","2","55","53","164","0","6","424,324","319,926","41","33","0","4","3","1","0.01%"
"07-18-2025","josecuervotequila","109,973","23","43","20","164","0","11","414,340","298,605","42","36","1","5","0","0","0.01%"
"07-19-2025","josecuervotequila","109,984","11","47","36","164","0","6","401,814","296,230","19","15","0","0","3","1","0%"
"07-20-2025","josecuervotequila","110,017","33","39","6","164","0","0","405,159","306,264","27","19","5","0","3","0","0.01%"
"07-21-2025","josecuervotequila","110,037","20","51","31","169","5","5","420,244","298,379","63","52","5","4","2","0","0.01%"
"07-22-2025","josecuervotequila","110,079","42","59","17","169","0","1","414,479","294,999","41","32","0","9","0","0","0.01%"
"07-23-2025","josecuervotequila","110,096","17","59","42","169","0","25","392,834","290,684","40","18","1","19","0","2","0.01%"
"07-24-2025","josecuervotequila","110,136","40","70","30","169","0","34","408,612","284,567","267","170","13","73","5","6","0.07%"
"07-25-2025","josecuervotequila","110,154","18","42","24","169","0","11","384,768","292,745","117","83","4","23","7","0","0.03%"
"07-26-2025","josecuervotequila","110,170","16","58","42","169","0","4","378,525","285,323","42","30","5","4","3","0","0.01%"
"07-27-2025","josecuervotequila","110,185","15","54","39","168","-1","0","385,089","294,611","46","41","1","1","3","0","0.01%"
"07-28-2025","josecuervotequila","110,208","23","74","51","169","1","6","424,524","294,935","52","46","3","0","1","2","0.01%"
"07-29-2025","josecuervotequila","110,266","58","62","4","169","0","4","417,240","288,539","78","39","1","26","11","1","0.02%"
"07-30-2025","josecuervotequila","110,284","18","54","36","169","0","4","400,471","292,635","54","46","0","5","3","0","0.01%"
"07-31-2025","josecuervotequila","110,301","17","53","36","169","0","2","397,544","308,675","63","49","1","8","4","1","0.02%"
"08-01-2025","josecuervotequila","110,320","19","50","31","169","0","6","376,516","277,087","31","27","0","1","3","0","0.01%"
"08-02-2025","josecuervotequila","110,330","10","40","30","170","1","6","359,029","260,309","17","15","0","0","2","0","0%"
"08-03-2025","josecuervotequila","110,338","8","28","20","170","0","1","366,191","275,060","43","33","6","1","3","0","0.01%"
"08-04-2025","josecuervotequila","110,341","3","37","34","170","0","1","362,546","279,802","135","121","3","5","6","0","0.04%"
"08-05-2025","josecuervotequila","110,338","-3","40","43","170","0","13","365,483","280,926","29","23","1","0","5","0","0.01%"
"08-06-2025","josecuervotequila","110,350","12","38","26","170","0","4","339,782","261,926","90","74","1","10","4","1","0.03%"
"08-07-2025","josecuervotequila","110,341","-9","34","43","170","0","9","353,843","277,116","55","46","4","1","4","0","0.02%"
"08-08-2025","josecuervotequila","110,337","-4","42","46","170","0","3","337,866","255,498","537","451","54","29","3","0","0.16%"
"08-09-2025","josecuervotequila","110,356","19","41","22","170","0","5","339,300","264,070","56","53","0","2","1","0","0.02%"
"08-10-2025","josecuervotequila","110,366","10","38","28","170","0","1","349,789","276,929","36","35","1","0","0","0","0.01%"
"08-11-2025","josecuervotequila","110,359","-7","36","43","170","0","4","356,158","269,171","52","41","0","6","5","0","0.01%"
"08-12-2025","josecuervotequila","110,390","31","39","8","170","0","11","354,884","273,658","54","48","0","2","3","1","0.02%"
"08-13-2025","josecuervotequila","110,382","-8","34","42","170","0","4","354,886","274,932","27","25","1","1","0","0","0.01%"
"08-14-2025","josecuervotequila","110,376","-6","56","62","170","0","2","343,635","273,678","16","15","0","0","1","0","0%"
"08-15-2025","josecuervotequila","110,390","14","50","36","170","0","3","329,297","271,656","45","40","2","3","0","0","0.01%"
"08-16-2025","josecuervotequila","110,409","19","35","16","170","0","5","351,059","277,232","9","8","0","1","0","0","0%"
"08-17-2025","josecuervotequila","110,422","13","47","34","170","0","2","352,974","279,508","9","9","0","0","0","0","0%"
"08-18-2025","josecuervotequila","110,411","-11","38","49","170","0","3","358,979","292,583","23","17","0","4","2","0","0.01%"
"08-19-2025","josecuervotequila","110,417","6","51","45","170","0","5","347,476","279,845","26","23","0","3","0","0","0.01%"
"08-20-2025","josecuervotequila","110,438","21","55","34","170","0","1","334,644","262,862","140","96","8","30","6","0","0.04%"
"08-21-2025","josecuervotequila","110,449","11","39","28","170","0","1","315,333","259,962","25","16","3","5","1","0","0.01%"
"08-22-2025","josecuervotequila","110,460","11","39","28","170","0","6","317,895","256,236","58","42","7","8","1","0","0.02%"
"08-23-2025","josecuervotequila","110,480","20","31","11","170","0","0","327,798","270,555","54","47","1","5","1","0","0.02%"
"08-24-2025","josecuervotequila","110,484","4","41","37","170","0","1","331,465","265,820","60","46","0","10","4","0","0.02%"
"08-25-2025","josecuervotequila","110,497","13","44","31","170","0","7","342,440","282,482","44","38","1","4","1","0","0.01%"
"08-26-2025","josecuervotequila","110,509","12","34","22","170","0","13","331,429","272,501","44","38","1","5","0","0","0.01%"
"08-27-2025","josecuervotequila","110,522","13","39","26","170","0","4","323,064","263,608","29","20","1","5","3","0","0.01%"
"08-28-2025","josecuervotequila","110,533","11","41","30","170","0","1","324,026","265,889","31","19","4","8","0","0","0.01%"
"08-29-2025","josecuervotequila","110,552","19","45","26","170","0","6","310,236","240,105","58","43","7","6","2","0","0.02%"
"08-30-2025","josecuervotequila","110,569","17","32","15","170","0","0","327,924","257,683","7","6","0","0","1","0","0%"
"08-31-2025","josecuervotequila","110,577","8","43","35","170","0","1","916,182","263,107","23","18","2","2","1","0","0%"
"09-01-2025","josecuervotequila","110,592","15","38","23","170","0","2","1,163,183","438,801","27","25","0","1","1","0","0%"
"09-02-2025","josecuervotequila","110,600","8","37","29","170","0","4","1,173,517","469,823","45","35","1","6","2","1","0%"
"09-03-2025","josecuervotequila","110,619","19","61","42","170","0","2","1,157,884","471,351","11","7","1","3","0","0","0%"
"09-04-2025","josecuervotequila","110,630","11","49","38","170","0","3","1,105,853","484,714","134","99","13","14","7","1","0.01%"
"09-05-2025","josecuervotequila","110,639","9","49","40","170","0","6","1,101,932","430,912","22","17","0","3","1","1","0%"
"09-06-2025","josecuervotequila","110,650","11","36","25","170","0","6","1,114,304","461,027","152","124","5","16","7","0","0.01%"
"09-07-2025","josecuervotequila","110,673","23","39","16","170","0","1","1,111,021","470,938","48","41","1","3","3","0","0%"
"09-08-2025","josecuervotequila","110,693","20","47","27","170","0","2","1,055,557","460,848","172","144","14","10","4","0","0.02%"
"09-09-2025","josecuervotequila","110,709","16","30","14","170","0","0","1,013,513","428,491","68","51","11","4","2","0","0.01%"
"09-10-2025","josecuervotequila","110,717","8","42","34","170","0","0","1,057,142","434,483","20","11","5","4","0","0","0%"
"09-11-2025","josecuervotequila","110,737","20","38","18","170","0","6","542,373","449,420","24","14","1","4","2","3","0%"
"09-12-2025","josecuervotequila","110,737","0","54","54","170","0","2","544,162","457,818","34","28","0","2","4","0","0.01%"
"09-13-2025","josecuervotequila","110,769","32","49","17","170","0","2","582,573","473,899","11","6","2","1","2","0","0%"
"09-14-2025","josecuervotequila","110,779","10","36","26","170","0","5","576,912","469,059","60","57","1","0","2","0","0.01%"
"09-15-2025","josecuervotequila","110,783","4","40","36","171","1","11","552,966","463,615","15","9","0","1","3","2","0%"
"09-16-2025","josecuervotequila","110,791","8","46","38","171","0","8","544,181","452,685","285","265","14","3","3","0","0.05%"
"09-17-2025","josecuervotequila","110,797","6","33","27","171","0","13","500,466","423,211","396","374","6","9","6","1","0.08%"
"09-18-2025","josecuervotequila","110,794","-3","37","40","171","0","3","457,310","419,993","153","142","8","2","1","0","0.03%"
"09-19-2025","josecuervotequila","110,794","0","36","36","171","0","0","424,297","423,906","54","52","2","0","0","0","0.01%"
"09-20-2025","josecuervotequila","110,808","14","28","14","171","0","6","488,115","484,172","50","45","5","0","0","0","0.01%"
"09-21-2025","josecuervotequila","110,816","8","26","18","171","0","0","525,612","460,350","24","23","0","0","1","0","0%"
"09-22-2025","josecuervotequila","110,813","-3","34","37","171","0","0","499,448","449,432","13","13","0","0","0","0","0%"
"09-23-2025","josecuervotequila","110,817","4","46","42","171","0","3","518,332","463,297","20","11","0","2","5","2","0%"
"09-24-2025","josecuervotequila","110,841","24","44","20","171","0","6","530,649","458,196","86","79","1","3","1","2","0.02%"
"09-25-2025","josecuervotequila","110,864","23","61","38","171","0","4","525,311","435,184","37","33","0","2","1","1","0.01%"
"09-26-2025","josecuervotequila","110,890","26","51","25","171","0","1","528,585","441,613","25","15","0","8","2","0","0%"
"09-27-2025","josecuervotequila","110,907","17","37","20","171","0","6","458,739","386,353","64","60","1","0","2","1","0.01%"
"09-28-2025","josecuervotequila","110,906","-1","34","35","171","0","0","463,511","382,758","20","20","0","0","0","0","0%"
"09-29-2025","josecuervotequila","110,925","19","41","22","171","0","6","589,746","535,726","12","8","0","1","0","3","0%"
"09-30-2025","josecuervotequila","110,927","2","33","31","171","0","14","565,066","489,044","86","51","16","15","3","1","0.02%"
"10-01-2025","josecuervotequila","110,933","6","37","31","171","0","4","606,087","515,494","52","33","6","9","3","1","0.01%"
"10-02-2025","josecuervotequila","110,930","-3","45","48","171","0","2","624,678","527,318","46","41","1","3","1","0","0.01%"
"10-03-2025","josecuervotequila","110,958","28","56","28","171","0","0","651,875","581,561","47","35","10","1","1","0","0.01%"
"10-04-2025","josecuervotequila","110,977","19","39","20","171","0","3","609,136","528,718","22","17","3","1","1","0","0%"
"10-05-2025","josecuervotequila","110,992","15","38","23","171","0","6","530,562","455,125","71","56","6","7","1","1","0.01%"
